id,title,runtime,release_year
68337,Doctor in Distress,102.0,1963
68242,Doctor in the House,92.0,1954
89059,Don Juan,112.0,1926
237796,Don Juan,104.0,1998
40102,Don't Answer the Phone!,94.0,1980
143092,Don't Give Up the Ship,89.0,1959
109441,Don't Go Near the Water,107.0,1957
84742,Donner Pass,90.0,2012
88107,Double Trouble,86.0,1992
180607,Down the Shore,93.0,2011
164073,Down to the Sea in Ships,120.0,1949
19273,Dr. Dolittle: Million Dollar Mutts,90.0,2009
27996,Dr. Dolittle: Tail to the Chief,85.0,2008
183190,Dr. Gillespie's New Assistant,87.0,1942
35801,Dr. Jekyll and Mr. Hyde,89.0,2008
235679,Dr. Socrates,70.0,1935
10473,DragonHeart: A New Beginning,84.0,2000
34652,Drive a Crooked Road,83.0,1954
46302,Drive Thru,83.0,2007
21791,Drop Dead Sexy,83.0,2005
66018,Drunken Master III,91.0,1994
120785,Easy Living,77.0,1949
43343,Easy to Love,96.0,1953
72892,Air Crew,144.0,1979
94201,El Condor,102.0,1970
102629,El Gringo,98.0,2012
58058,Elisa,115.0,1995
140814,Elliot Loves,92.0,2012
19554,Elvis and Anabelle,106.0,2007
37641,Elvis Has Left the Building,90.0,2004
45120,Elvis Meets Nixon,95.0,1997
33111,Enchantment,100.0,1948
133831,Endangered Species,94.0,2003
63273,Endure,91.0,2010
22124,Executioners from Shaolin,98.0,1977
161422,The Orkly Kid,35.0,1985
121250,Home Before Dark,136.0,1958
116385,Let No Man Write My Epitaph,105.0,1960
81182,Lost Christmas,88.0,2011
121992,Michael Shayne: Private Detective,77.0,1940
6110,Murder on the Orient Express,100.0,2001
96433,My Friend Irma Goes West,91.0,1950
238589,Enemies Closer,85.0,2013
171594,Enter Arsene Lupin,72.0,1944
76815,Barely Legal,89.0,2011
71316,Nutcracker: The Motion Picture,89.0,1986
155130,The Forgotten Faces,18.0,1961
238185,Russell Brand: Messiah Complex,99.0,2013
31462,Moving Violations,90.0,1985
167935,So Much Water,102.0,2013
78327,The Dark Horse,75.0,1932
81110,The Eagle and the Hawk,68.0,1933
211247,The Fake,101.0,2013
27446,The Fearmakers,85.0,1958
134355,The Happy Road,100.0,1957
111750,The Real Glory,96.0,1939
81038,This Is the Night,80.0,1932
146946,Yellow Rock,89.0,2011
219343,Lucia,136.0,2013
38636,Dancing Outlaw II: Jesco Goes to Hollywood,30.0,1999
254582,Oppressed Majority,11.0,2010
163068,"T,O,U,C,H,I,N,G",12.0,1969
49467,Little Hamlet,8.0,1960
25518,La Belle verte,99.0,1996
270946,Penguins of Madagascar,92.0,2014
238222,Bill Bailey: Qualmpeddler,0.0,2013
75364,Ivul,100.0,2010
267355,Hotline,0.0,2014
299618,Fugly!,86.0,2014
253331,Black or White,121.0,2014
268386,Ragamuffin,137.0,2014
296136,Oko Wykol,2.0,1960
252178,'71,99.0,2014
259610,Bastards,83.0,2014
256917,The Water Diviner,112.0,2014
39849,Enlighten Up!,82.0,2008
173912,Just a Sigh,104.0,2013
75491,The Rabbi's Cat,100.0,2011
278086,Altman,95.0,2014
284293,Still Alice,99.0,2014
40192,Je préfère qu'on reste amis,100.0,2005
300441,Grumpy Cat's Worst Christmas Ever,90.0,2014
116149,Paddington,95.0,2014
204965,Drei Stunden,,2013
135714,Redemption: For Robbing the Dead,105.0,2011
203834,Jessabelle,90.0,2014
294254,Maze Runner: The Scorch Trials,132.0,2015
159100,Kink,80.0,2013
302496,Beautiful Girl,90.0,2014
147778,Showrunners: The Art of Running a TV Show,76.0,2014
99922,Dirigible,100.0,1931
28526,Sir Arne's Treasure,106.0,1919
89280,My Brother Tom,111.0,2001
193411,The Kiss,1.0,1900
93114,Quest,12.0,1996
284995,Scooby-Doo! Frankencreepy,74.0,2014
307087,The Ghost and the Whale,105.0,2016
150338,Pendulum,102.0,1969
212843,Burt's Buzz,88.0,2014
79218,Ice Age: A Mammoth Christmas,26.0,2011
105770,The Bloody Olive,11.0,1997
169860,Hey Bartender,92.0,2013
306650,Kajaki,108.0,2014
35856,A Matter of Size,90.0,2009
265449,Summer of Blood,86.0,2014
92459,Appointment with Crime,92.0,1946
137357,Hungry Hill,92.0,1947
100257,Quartet,120.0,1948
43450,Scott of the Antarctic,111.0,1948
157283,Christopher Columbus,99.0,1949
80031,The Magnet,79.0,1950
181876,Blackmailed,85.0,1951
27917,Pool of London,85.0,1951
69784,Anne of the Indies,81.0,1951
123432,The Lady Says No,80.0,1952
27884,The Story of Robin Hood and His Merrie Men,0.0,1952
64851,The Sword and the Rose,92.0,1953
28909,Above Us the Waves,99.0,1955
68339,Doctor at Sea,93.0,1955
252721,An Alligator Named Daisy,85.0,1955
40953,The Iron Petticoat,87.0,1957
191186,The Living Idol,100.0,1957
27261,Orders to Kill,112.0,1958
185546,Upstairs and Downstairs,101.0,1959
171075,Crooks Anonymous,88.0,1962
82966,Two Weeks in September,96.0,1967
118337,Zeta One,84.0,1969
244458,The Voices,101.0,2014
20886,"Welcome, or No Trespassing",74.0,1964
185057,Adventures of a Dentist,82.0,1965
67869,"Sport, Sport, Sport",85.0,1970
139169,Farewell,121.0,1981
131194,Eagle's Wing,111.0,1979
230836,Levitated Mass,88.0,2013
139380,Nativity 2: Danger in the Manger!,105.0,2012
41272,The Puzzle,87.0,2010
84154,Donald Glover: Weirdo,60.0,2011
276922,Come Back to Me,90.0,2014
303742,Trailer Park Boys: Live at the North Pole,88.0,2014
257296,The Righteous Thief,117.0,2009
136476,State of Emergency,90.0,2011
257442,Almost Married,97.0,2014
96846,The Swinger,81.0,1966
240820,Christmas in Conway,90.0,2013
289416,Grace,87.0,2014
99879,Winter Nomads,90.0,2012
70966,Courier,88.0,1986
20077,Batman vs Dracula,83.0,2005
171308,Baffled!,90.0,1973
86236,Dying Room Only,74.0,1973
11616,Go for It,107.0,1983
170582,Great Expectations,100.0,1934
266108,Hand in Hand,73.0,1961
163870,Tenchi: The Samurai Astronomer,141.0,2012
250798,The Green Prince,99.0,2014
277846,Castles in the Sky,90.0,2014
282297,Cowspiracy: The Sustainability Secret,85.0,2014
123581,McConkey,100.0,2013
253295,Manny,106.0,2014
262088,Chocolate Strawberry Vanilla,85.0,2013
189133,"Mayday at 40,000 Feet!",100.0,1976
146916,Bus Riley's Back In Town,93.0,1965
198171,Mahoney's Last Stand,109.0,1972
173805,Fortune and Men's Eyes,102.0,1971
38986,The Party Animal,78.0,1984
74092,Bleak Night,117.0,2010
307114,To Encourage the Others,105.0,1972
306963,Wanderers,4.0,2014
246860,Clouds of Sils Maria,124.0,2014
297596,Dying of the Light,94.0,2014
100110,Survival Quest,96.0,1988
210908,All Cheerleaders Die,89.0,2013
47259,Cherry Tree Lane,77.0,2010
262840,WolfCop,79.0,2014
42057,It's a Wonderful Afterlife,99.0,2010
207774,The Borderlands,89.0,2013
193040,Slasher House,85.0,2012
82469,The Kick,94.0,2011
52009,Norwegian Ninja,77.0,2010
169310,Borrowed Time,88.0,2013
123107,Hellbenders,87.0,2013
181009,Saving General Yang,102.0,2013
68590,Legacy of Rage,87.0,1986
58200,Shadowzone,88.0,1990
57387,In Your Hands,85.0,2010
2139,Cleopatra Jones and the Casino of Gold,94.0,1975
151730,Eat,45.0,1963
171357,"Jonathan Rosenbaum, Present",13.0,2013
17135,Omega Doom,84.0,1996
44503,Blow Job,35.0,1964
308792,A Justified Life: Sam Peckinpah and the High Country,23.0,2006
63194,The Diary of an Unknown Soldier,17.0,1959
46760,Float,34.0,2007
134375,Home Alone: The Holiday Heist,87.0,2012
37176,The Pokrovsky Gates,140.0,1982
100270,Game of Werewolves,104.0,2011
270005,By the Gun,105.0,2014
110552,The Protector 2,104.0,2013
136278,Blood,92.0,2012
86305,Exit Humanity,114.0,2011
17792,Omen IV: The Awakening,97.0,1991
74035,Ninjas vs. Zombies,86.0,2008
110402,Hard to Be a God,170.0,2013
255940,In Order Not to Be Here,30.0,2003
14228,Mortuary,94.0,2005
39195,Spontaneous Combustion,97.0,1990
78247,Night Terrors,98.0,1993
188832,Trance,100.0,2001
305276,Tell,89.0,2014
190000,In the Shadow of the Machine,22.0,1928
245916,Kill the Messenger,112.0,2014
183412,Dead Souls,93.0,2012
241448,Village People,85.0,2013
4683,A Gorgeous Girl Like Me,98.0,1972
96011,Touch the Top of the World,89.0,2006
150108,Travel Beyond the Three Seas,144.0,1957
48443,The Hearts of Age,8.0,1934
39928,H6: Diary of a Serial Killer,92.0,2005
116762,Sallah,110.0,1964
55322,Grant Morrison:  Talking with Gods,80.0,2010
65275,The Universe of Keith Haring,90.0,2009
252511,The Kingdom of Dreams and Madness,118.0,2013
158483,Mei and the Kittenbus,13.0,2002
23076,"Texas, Adios",93.0,1966
99261,The Bloodstained Shadow,109.0,1978
46570,"Today We Kill, Tomorrow We Die!",105.0,1968
124207,The Devil and Holy Water,0.0,1983
89652,Colt 38 Special Squad,110.0,1976
42438,Ricky e Barabba,0.0,1992
99361,Six Swedish Girls at a Pump,85.0,1980
96477,Killer Cop,95.0,1975
74018,A Cinderella Story: Once Upon a Song,88.0,2011
55689,Baba Yaga,91.0,1973
104866,Play Motel,87.0,1979
3541,The Mad Dog Killer,91.0,1977
74417,The Great Kidnapping,95.0,1973
15261,Bring It On: In It To Win It,90.0,2007
241953,Independents,77.0,2007
58702,Between Miracles,122.0,1971
128555,The Rebel,87.0,1980
42499,The Night Evelyn Came out of the Grave,103.0,1971
56971,The New Monsters Today,0.0,2009
106970,Stunt Squad,92.0,1977
42441,Tifosi,0.0,1999
38366,The Cyclone,91.0,1996
121510,Il tifoso l'arbitro e il calciatore,0.0,1982
105398,Death Steps in the Dark,91.0,1977
28844,"Black Emmanuelle, White Emmanuelle",94.0,1976
118802,Il... Belpaese,0.0,1977
145677,Savage Three,84.0,1975
260893,L'arma,83.0,1978
105906,A Man Called Magnum,88.0,1977
268662,Il fischio al naso,0.0,1967
48935,Viuuulentemente mia,0.0,1982
78566,Gangsters,90.0,1977
101231,Gente Di Rispetto,113.0,1975
285423,Jarhead 2: Field of Fire,103.0,2014
253272,The Mule,103.0,2014
215016,Chantilly Lace,102.0,1993
69040,Shy People,118.0,1987
84425,Shadows in an Empty Room,100.0,1976
104398,Dots,2.0,1940
247437,Hen Hop,4.0,1942
145337,Rock the Boat,4.0,1944
289728,Jingle All the Way 2,93.0,2014
214086,The Face of Love,92.0,2013
43441,Every Girl Should Be Married,85.0,1948
212950,Eight Iron Men,80.0,1952
58414,A True Mob Story,112.0,1998
74071,In the Folds of the Flesh,88.0,1970
122917,The Hobbit: The Battle of the Five Armies,144.0,2014
40456,The Viking Queen,91.0,1967
273895,Selma,127.0,2014
227306,Unbroken,137.0,2014
246080,Black Sea,115.0,2014
225499,Three Wise Fools,90.0,1946
305127,The Frame,127.0,2014
40130,The Red Queen Kills Seven Times,100.0,1972
60041,White Mischief,107.0,1987
112054,Beyond Justice,113.0,1992
18450,Zorro,124.0,1975
93142,Man Without a Memory,92.0,1974
96132,Three Tough Guys,92.0,1974
29482,The Bloodstained Butterfly,95.0,1971
102949,Alive or Preferably Dead,101.0,1969
105078,Death Occurred Last Night,93.0,1970
98273,The Bastard,102.0,1968
63260,The Return of Ringo,95.0,1965
56431,A Pistol for Ringo,98.0,1965
283281,The Scapegoat,0.0,1963
103678,Kiss Kiss... Bang Bang,112.0,1966
250538,The Good Lie,110.0,2014
308165,Action Jackson,144.0,2014
266782,The Improv: 50 Years Behind the Brick Wall,60.0,2013
298445,I Am Santa Claus,89.0,2014
240982,"The Missing Piece: Mona Lisa, Her Thief, the True Story",85.0,2012
241574,Wild Heritage,78.0,1958
118134,The Widow From Chicago,64.0,1930
304336,Lap Dance,100.0,2014
146121,The Baby Maker,109.0,1970
15603,Fat Pizza,96.0,2003
22285,Good Copy Bad Copy,59.0,2007
83007,Comin' at Ya!,91.0,1981
32624,When the Road Bends: Tales of a Gypsy Caravan,110.0,2006
76750,Holy Flying Circus,89.0,2011
29293,House of the Dead 2,95.0,2005
67314,Prey,142.0,2011
42710,Silent Madness,93.0,1984
228634,Wodehouse In Exile,82.0,2013
128264,Zombie Reanimation,86.0,2009
74681,Made in Jamaica,0.0,2006
277547,Playing It Cool,94.0,2014
30545,Dogging: A Love Story,108.0,2009
29542,Blood Dolls,84.0,1999
9940,Cheerleader Massacre,85.0,2003
118751,Flower and Snake 5: Rope Magic,0.0,1987
23523,McLibel,85.0,2005
24388,Bag Boy,94.0,2007
39885,School of the Holy Beast,91.0,1974
47057,The Appointments Of Dennis Jennings,29.0,1988
65456,The Atrocity Exhibition,105.0,2000
47491,The Beales of Grey Gardens,90.0,2006
121620,The Touch of Her Flesh,78.0,1967
72153,Virgin Witch,88.0,1972
27739,The Zombie Chronicles,71.0,2001
144114,The Dust Bowl,240.0,2012
106685,Paris by Night,100.0,2012
136106,Honor Among Lovers,75.0,1931
60629,A Smoky Mountain Christmas,94.0,1986
137347,Closer to the Moon,112.0,2013
219043,Un marido de ida y vuelta,94.0,1957
295144,Marvellous,90.0,2015
20000,Somewhere in the Night,110.0,1946
28652,Love Camp 7,96.0,1969
295698,Free the Nipple,90.0,2014
292191,Bachelor Night,88.0,2014
172391,Khumba,85.0,2013
252171,A Girl Walks Home Alone at Night,99.0,2014
30174,1981,102.0,2009
280218,1987,0.0,2014
182528,Crimi Clowns: De Movie,102.0,2013
20147,Dave Chappelle: For What it's Worth,58.0,2004
34505,Bill Hicks: Relentless,61.0,1992
26366,Ellen DeGeneres: The Beginning,66.0,2000
32916,Scooby-Doo! Abracadabra-Doo,75.0,2010
265177,Mommy,138.0,2014
241239,A Most Violent Year,125.0,2014
228970,Wild,115.0,2014
59940,Zebra Lounge,93.0,2001
68750,Rapid Fire,90.0,2006
24486,Jack the Ripper,182.0,1988
28791,Brutal,91.0,2007
15056,The Curse of King Tut's Tomb,170.0,2006
2699,Titanic,173.0,1996
253290,Butterfly Girl,77.0,2014
174678,Mr. Jones,90.0,2013
284296,Top Five,102.0,2014
308571,Bill Burr: I'm Sorry You Feel That Way,80.0,2014
311021,The Uncommon Making of Petulia,14.0,2006
246213,Fiddle-de-dee,3.0,1947
127817,Blinkity Blank,5.0,1955
210126,Mail Early for Xmas,2.0,1959
246648,Canon,10.0,1964
132038,Boogie-Doodle,4.0,1940
148176,A Chairy Tale,12.0,1957
94818,The Aggression Scale,85.0,2012
162755,Blackbird,4.0,1959
223243,A Phantasy,8.0,1952
51406,Neighbours,8.0,1952
214948,New York Lightboard Record,9.0,1961
218658,Lines: Horizontal,6.0,1962
211017,Mosaic,5.0,1965
128679,Begone Dull Care,8.0,1949
215061,Synchromy,7.0,1971
255496,And Then There Was You,99.0,2013
40210,Straight on Till Morning,96.0,1972
266044,Amour fou,96.0,2014
190469,Redirected,99.0,2014
294308,Don't Blink,92.0,2014
292063,Raiders from Beneath the Sea,73.0,1964
61086,The Wild Bunch: An Album in Montage,35.0,1996
87093,Big Eyes,105.0,2014
205349,I due Pompieri,0.0,1968
224141,Into the Woods,125.0,2014
285532,Bolidi sull'asfalto a tutta birra!,,1970
61925,The Cop in Blue Jeans,95.0,1976
52914,Squadra antifurto,101.0,1976
255906,Il figlio dello sceicco,,1977
50758,Squadra antitruffa,0.0,1977
52913,Little Italy,0.0,1978
52238,Squadra antigangsters,0.0,1979
165159,Agenzia Riccardo Finzi... praticamente detective,,1979
62715,Assassination on the Tiber,98.0,1979
127760,Uno contro l'altro praticamente amici,0.0,1980
62725,Delitto a Porta Romana,,1980
46001,Delitto al ristorante cinese,0.0,1981
58083,The Haunted House,95.0,1982
52113,Delitto sull'autostrada,0.0,1982
11613,Thieves and Robbers,101.0,1983
53342,Delitto al Blue Gay,0.0,1984
9807,Aladdin,95.0,1986
82083,"Rimini, Rimini: A Year Later",110.0,1988
17681,Scooby-Doo! and the Witch's Ghost,70.0,1999
243684,"Men, Women & Children",116.0,2014
35069,Loins of Punjab Presents,88.0,2008
257561,Animated Motion: Part 5,7.0,1978
257563,Narcissus,22.0,1983
171846,Killers,137.0,2014
125150,Galician Caress (of Clay),23.0,1995
106196,Water-mirror of Granada,21.0,1955
24179,Momo,75.0,2001
312497,Ascension,282.0,2014
228967,The Interview,112.0,2014
177043,Flap,106.0,1970
207703,Kingsman: The Secret Service,130.0,2015
242555,Holidaze,88.0,2013
85336,Madonna's Pig,100.0,2011
40387,Night Watch,99.0,1973
191489,Bill Burr: You People Are All The Same,68.0,2012
181533,Night at the Museum: Secret of the Tomb,97.0,2014
293380,The Nativity,98.0,1978
174309,Teenage,80.0,2013
59169,Beyond The Mind's Eye,45.0,1992
125154,Fire in Castilla (Tactilvision from the Moor of the Fright),20.0,1961
122348,Lunch Break,83.0,2008
51239,Paradox,82.0,2010
222216,Special ID,98.0,2013
34515,Katt Williams: The Pimp Chronicles Pt. 1,46.0,2006
180951,Summer in February,101.0,2013
46127,Sorority Wars,95.0,2009
19444,Bad Karma,36.0,1991
42309,Fear Island,95.0,2009
267863,Walking on Sunshine,97.0,2014
67753,Heartbeat,160.0,1938
132936,Wheelmen,93.0,2005
81116,Big Brown Eyes,77.0,1936
274985,How Hitler Lost the War,67.0,1989
212503,King Ordinary,97.0,2013
142119,Food Stamped,60.0,2010
261820,Goodbye to All That,87.0,2014
120605,The Punisher: Dirty Laundry,10.0,2012
307113,Presidentintekijät,,2014
259018,Behaving Badly,92.0,2014
175555,A Madea Christmas,100.0,2013
277368,Nicholas on Holiday,97.0,2014
145162,The Walking Stick,96.0,1970
13759,The Nutcracker Prince,75.0,1990
129062,Bullets Don't Argue,89.0,1964
241432,Days and Nights,92.0,2014
44936,Don't Go In the Woods,82.0,1981
18755,Pigs,85.0,2007
53527,Professor Beware,95.0,1938
90932,"Listen, Darling",75.0,1938
182099,21-87,9.0,1963
141058,A Viking Saga: The Darkest Day,82.0,2013
110323,Thérèse,110.0,2012
51090,With Love... from the Age of Reason,89.0,2010
14669,Yonkers Joe,101.0,2008
212606,A Thousand Times Good Night,111.0,2013
60119,Second Skin,95.0,2000
215538,The Love Machine,108.0,1971
65821,The Lost Prince,180.0,2005
52622,Total Western,105.0,2000
51017,Madea's Big Happy Family,106.0,2011
26540,Bugs Bunny's Looney Christmas Tales,22.0,1979
81393,12 Dates of Christmas,89.0,2011
62836,The Kennedys,0.0,2011
302118,Quatsch und die Nasenbärbande,0.0,2014
33582,Teenage Dirtbag,106.0,2009
145186,12 Wishes of Christmas,87.0,2011
158828,An American Hippie in Israel,95.0,1972
243856,Blast,105.0,1997
32113,Carry On Teacher,86.0,1959
21240,Carry On Constable,86.0,1960
38503,Christina's House,90.0,2000
94674,The Arrival of Joachim Stiller,120.0,1976
71841,Dangerously Close,95.0,1986
131944,Daughters Courageous,107.0,1939
280495,Deceit,92.0,1992
18969,Demon Hunter,78.0,2005
168885,Demon Hunter,90.0,2012
123868,Destination Gobi,90.0,1953
88253,Down Twisted,88.0,1987
197647,Encore,89.0,1951
51416,Escape from Crime,51.0,1942
30102,Escape in the Fog,65.0,1945
168408,Esther and the King,109.0,1960
36294,Evasive Action,91.0,1998
11612,Even Angels Eat Beans,118.0,1973
114285,Everybody Has a Plan,117.0,2012
82676,Everyday Sunshine:  The Story of Fishbone,107.0,2011
52228,Ex-Lady,67.0,1933
225898,Exit to Hell,81.0,2013
63727,Exorcismus,98.0,2010
149600,Eye of the Hurricane,104.0,2012
40474,Eyeball,91.0,1975
199155,Face of Fire,79.0,1959
131903,Face The Music,90.0,1993
92286,Falling Awake,110.0,2010
250114,Nick Offerman: American Ham,78.0,2014
280000,Lemon Tree Passage,84.0,2014
47365,Stormheart,95.0,2008
68737,Seventh Son,102.0,2014
64264,Gloss,118.0,2007
149170,A Nest of Gentry,111.0,1969
91261,The Story of Asya Klyachina,99.0,1966
19338,Out of the Ashes,113.0,2003
37529,The Prophecy: Forsaken,75.0,2005
266080,National Gallery,180.0,2014
214761,The 7th Floor,0.0,2013
55553,"Rakkaudella, Maire",,1999
278334,Heatstroke,92.0,2013
176079,The Wait,96.0,2013
73661,Munger Road,85.0,2011
136741,Myn Bala: Warriors of the Steppe,133.0,2012
78093,Alyce Kills,90.0,2011
33990,Little Witches,90.0,1996
159211,The Haunting of Helena,87.0,2013
57008,Alice in Murderland,90.0,2010
101791,Elfie Hopkins,85.0,2012
99194,The Evictors,92.0,1979
82492,On the Ice,96.0,2011
16825,The Case of the Scorpion's Tail,90.0,1971
240906,Let It Snow,0.0,2013
16412,Chasing Christmas,81.0,2005
115084,Piranhaconda,90.0,2012
298533,Corner Gas: The Movie,90.0,2014
41897,Charleston,111.0,1974
280509,Common,90.0,2014
79376,Woman of Antwerp,95.0,1948
43281,Love Without Pity,84.0,1989
84193,Ethel,97.0,2012
99946,Exit Smiling,77.0,1926
201018,Fanny,102.0,2013
241804,Fearless Fagan,79.0,1952
18948,FernGully 2: The Magical Rescue,72.0,1998
43968,Fiesta,104.0,1947
39342,Fight for Your Life,82.0,1977
86209,Fighting Mad,90.0,1976
211085,Filthy Gorgeous: The Bob Guccione Story,96.0,2013
21176,Final,111.0,2001
144595,Family Way,132.0,2012
25797,Miss Minoes,86.0,2001
28535,Crazy for Christmas,90.0,2005
129579,Arizona Colt Returns,0.0,1970
121342,Giovannona Long-Thigh,94.0,1973
58080,The Violent Professionals,104.0,1973
105860,Gambling City,101.0,1975
75754,Silent Action,98.0,1975
80067,The Suspicious Death of a Minor,100.0,1975
19946,A Man Called Blade,96.0,1977
39973,The Mountain of the Cannibal God,99.0,1978
27905,Island of the Fishmen,93.0,1979
67180,"Saturday, Sunday and Friday",108.0,1979
67219,The Great Alligator,89.0,1979
43548,Don't Play with Tigers,148.0,1982
64666,The Scorpion with Two Tails,94.0,1982
197335,Se tutto va bene siamo rovinati,,1983
82341,"Acapulco, prima spiaggia... a sinistra",0.0,1983
67221,Hands of Steel,94.0,1986
84729,Casablanca Express,90.0,1989
275239,The Fishmen and Their Queen,94.0,1995
48805,L'allenatore nel pallone 2,108.0,2008
272165,Solomon Northup's Odyssey,0.0,1984
101125,Class of '61,95.0,1993
75136,Sharpe's Gold,101.0,1995
75137,Sharpe's Battle,100.0,1995
75138,Sharpe's Sword,101.0,1995
69787,Sharpe's Eagle,98.0,1993
153936,Back to School with Franklin,47.0,2003
151068,The New Babylon,120.0,1929
300706,Let's Kill Ward's Wife,81.0,2014
64998,The Magnificent Trio,103.0,1966
227359,Force of Execution,98.0,2013
208637,Kaksparsh,147.0,2012
286532,A Merry Friggin' Christmas,88.0,2014
271185,Ask Me Anything,100.0,2014
63340,Three the Hard Way,89.0,1974
70984,"Silent Night, Deadly Night 5: The Toy Maker",90.0,1991
13383,Santa Claus,94.0,1959
96921,In the Eyes of the World,95.0,1991
111022,Fame High,101.0,2012
85654,Fire with Fire,103.0,1986
30305,Fireball,94.0,2009
190165,First a Girl,94.0,1935
15888,Fishtales,94.0,2007
33730,Fitzwilly,102.0,1967
135047,Hotel Noir,97.0,2012
266031,Jauja,108.0,2014
287486,The Grump,104.0,2014
287301,Summertime,90.0,2014
289183,Boy Upside Down,94.0,2014
137614,The Forest,98.0,2012
300487,The Swedish Moment,75.0,2014
293491,Raspberry Boat Refugee,93.0,2014
239498,"Girl, Positive",0.0,2007
82967,Beauty Day,92.0,2011
248833,Everything I Can See From Here,7.0,2013
92321,Hotarubi no Mori e,45.0,2011
196867,Annie,119.0,2014
28532,Castle of Blood,87.0,1964
297222,PK,153.0,2014
126927,The Devil's Widow,106.0,1970
201076,Mirage Men,85.0,2013
283712,Boats,6.0,2013
224903,Final: The Rapture,90.0,2013
296626,Finders Keepers,85.0,2014
42996,Five Weeks in a Balloon,101.0,1962
130064,Flesh and Blood,74.0,1922
64091,Flesh Wounds,80.0,2011
84100,Flirtation Walk,97.0,1934
48854,Sansa,116.0,2004
116977,Foodfight!,87.0,2012
81878,Forbidden,87.0,1949
27399,Forbidden,85.0,1953
17806,Forever Lulu,95.0,2000
65186,Forget Me Not,93.0,2011
95060,Fort Massacre,80.0,1958
272663,Fort Vengeance,75.0,1953
72474,Fort Worth,80.0,1951
51175,Shaka Zulu: The Last Great Warrior,179.0,2005
106821,Four Jills in a Jeep,89.0,1944
124115,Four Wives,99.0,1939
29365,Framed,82.0,1947
98010,Francis of Assisi,105.0,1961
42706,Frank & Jesse,105.0,1995
29628,Get Crazy,92.0,1983
276918,America: Imagine the World Without Her,103.0,2014
186845,Symphony of the Soil,104.0,2013
252529,Another Me,86.0,2013
173732,Bang Bang,80.0,1971
31821,Now You Know,102.0,2002
288581,Rocks in my Pockets,88.0,2014
307127,Daughters of Dolma,67.0,2013
43635,My Rainy Days,119.0,2009
266040,Bird People,128.0,2014
153854,It Felt Like Love,82.0,2013
251959,Eye for an Eye,20.0,1966
253065,Miss Granny,124.0,2014
125891,Intermezzo,93.0,1936
46616,Joy of Living,91.0,1938
244049,Drishyam,160.0,2013
149854,Gloriously Wasted,85.0,2012
21605,Thunderpants,83.0,2002
22058,That Man Bolt,103.0,1973
28763,Island of Terror,89.0,1966
135832,Moon Man,95.0,2012
75298,The Fountain,100.0,1989
19365,Foreign Exchange,85.0,2008
157674,FrackNation,77.0,2013
209293,Louis Cyr : The Strongest Man in the World,130.0,2013
59439,Natural Selection,90.0,2011
276908,Comet,91.0,2014
42811,Free and Easy,92.0,1930
240881,Free Ride,86.0,2013
274478,Freedom Strike,93.0,1998
56539,Friday Foster,90.0,1975
106136,From Above,112.0,2014
49391,From Time to Time,95.0,2009
162059,Front Page Woman,82.0,1935
16365,Futuresport,91.0,1998
152986,Gambling Lady,66.0,1934
142012,Gang in Blue,97.0,1996
54165,A Summer in St. Tropez,59.0,1983
105404,Garbo Talks,103.0,1984
16460,Garfield Gets Real,75.0,2007
26728,Garfield's Fun Fest,79.0,2008
19993,George Lopez: America's Mexican,65.0,2007
133704,"George Lopez: It's Not Me, It's You",56.0,2012
28630,"George Lopez: Tall, Dark & Chicano",90.0,2009
37238,Geronimo,101.0,1962
31609,Cheech & Chong Get Out of My Room,53.0,1985
94568,Get Yourself a College Girl,87.0,1964
50392,Ghost Son,78.0,2007
159638,Ghost Team One,107.0,2013
303542,The Invisible Boy,0.0,2014
17825,The 11 Commandments,85.0,2004
198184,Chappie,120.0,2015
130925,Partysaurus Rex,7.0,2012
141423,The Legend of Mor'du,6.0,2012
256835,Toy Story That Time Forgot,22.0,2014
241930,Implanted,88.0,2013
265297,The Salt of the Earth,109.0,2014
42012,"No Retreat, No Surrender 2: Raging Thunder",104.0,1988
81586,Vincent: A Life in Color,96.0,2008
128946,Lille Fridolf Och Jag,0.0,1956
42759,The Call of the Wild,100.0,1972
39485,Hotel Sahara,96.0,1951
36339,Double Confession,80.0,1950
252746,Three Men in a Boat,84.0,1956
73027,Across the Bridge,103.0,1957
190474,The Hellions,80.0,1961
121611,The Biggest Bundle of Them All,108.0,1968
268536,A Master Builder,130.0,2013
253454,The Snow White Murder Case,126.0,2014
232175,Gimme Shelter,101.0,2013
18682,Girl Happy,96.0,1965
95997,Big Shot: Confessions of a Campus Bookie,88.0,2002
117942,Girls Gone Dead,104.0,2012
61038,Go for It!,105.0,2011
33709,Going Hollywood,78.0,1933
130452,Gold Diggers in Paris,97.0,1938
69878,Harvest,103.0,2011
111317,Zenobia,73.0,1939
150247,Zebra in the Kitchen,92.0,1965
222370,Jim Breuer: And Laughter for All,58.0,2013
127150,How to Eat Your Watermelon in White Company (and Enjoy It),0.0,2005
148777,In Vogue: The Editor's Eye,90.0,2012
207871,Savannah,101.0,2013
209686,3 Simoa,90.0,2012
285700,The Fool,116.0,2014
226227,The Disappeared,96.0,2008
199291,The Dark Matter of Love,93.0,2012
125034,Out Of The Clear Blue Sky,107.0,2012
121727,The Call of the Wild,94.0,1976
260346,Taken 3,109.0,2014
201088,Blackhat,133.0,2015
188984,Tiger Eyes,92.0,2012
