vote_average,title
6.9,Fudoh: The New Generation
6.7,Gia
7.0,Thursday
5.5,Sophie's World
6.1,Wavelength
6.6,Who Am I?
6.7,The Kingdom II
6.0,Merlin
6.0,Rogue Trader
5.0,Breast Men
6.0,A Murder of Crows
7.5,"Bang, Boom, Bang"
6.9,Batman & Mr. Freeze: SubZero
6.8,The Pentagon Wars
6.9,A Place Called Chiapas
6.4,Two Hands
6.5,Brave New World
3.9,Addams Family Reunion
5.3,Thick as Thieves
6.7,Set Me Free
6.0,Claire Dolan
5.8,Jigoku
0.0,The Smashing Pumpkins: Vieuphoria
6.0,The Class Trip
7.5,Flowers of Shanghai
7.2,The Hole
5.9,Of Freaks and Men
6.3,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit
4.4,Purgatory
6.8,Juha
7.8,Lady Snowblood
6.8,The Tough Ones
6.3,Takedown
7.1,Bleeder
6.7,Dil Se..
3.7,The Bodyguard
5.8,Vidocq
3.8,Molokai: The Story of Father Damien
3.6,Candyman: Day of the Dead
5.7,The 4th Floor
6.1,A Long Hot Summer
7.1,The Batman Superman Movie: World's Finest
8.1,The End of Evangelion
6.9,He Died with a Felafel in His Hand
7.5,Kuch Kuch Hota Hai
7.8,Document of the Dead
5.4,Venus Beauty Institute
4.7,Cherry Falls
6.0,Freeway II: Confessions of a Trickbaby
6.1,Joseph and the Amazing Technicolor Dreamcoat
8.1,Style Wars
7.5,In July
6.7,Joan of Arc
7.2,Kirikou and the Sorceress
7.3,After the Rain
5.5,The Prophecy 3: The Ascent
6.1,Taxi 2
6.6,Pups
6.8,Peculiarities of the National Fishing
4.5,Cut
6.1,Kadosh
5.7,Essex Boys
4.1,Picking Up the Pieces
7.7,The Wedding Waltz
7.2,Meeting People Is Easy
4.4,Cruel Intentions 2
7.3,Adrenaline Drive
6.7,Humanité
5.5,Beautiful Joe
2.1,The Underground Comedy Movie
5.8,The Shrink Is In
5.8,Charisma
6.3,Guest House Paradiso
5.5,Swimming
6.3,If These Walls Could Talk 2
5.1,The Trumpet Of The Swan
7.5,The 10th Kingdom
6.0,An Extremely Goofy Movie
6.9,The Wind Will Carry Us
6.8,Water Drops on Burning Rocks
6.6,The Tracker
6.9,2046
5.4,Bruiser
2.9,Taboo
6.7,Crane World
5.8,Cremaster 2
7.5,Running Out of Time
6.2,The Wog Boy
8.0,Century of the Dragon
6.4,Chasing Sleep
4.7,The Stepdaughter
5.8,Possible Worlds
4.9,The Nameless
6.5,The Debt
7.3,Female Prisoner #701: Scorpion
7.5,Female Prisoner Scorpion: Jailhouse 41
5.3,Bartleby
5.2,Restless
5.1,Shiner
7.5,Batman Beyond: Return of the Joker
6.1,Roberto Succo
6.3,Suzhou River
7.0,6ixtynin9
6.8,Audition
7.7,The Nine Lives of Tomas Katz
6.3,For Love or Country: The Arturo Sandoval Story
4.2,Paragraph 175
7.4,Devdas
4.8,Mimic 2
7.5,Monday
7.2,Paradise Lost 2: Revelations
6.2,Dark Prince: The True Story of Dracula
5.4,Sound and Fury
6.4,The Hole
6.3,The Sleeping Dictionary
5.5,When Strangers Appear
7.3,Revolutionary Girl Utena: The Movie
5.9,Speaking of Sex
5.7,Good Advice
5.7,Needing You...
6.4,The Mists of Avalon
6.0,Spiral
6.9,Old Men in New Cars: In China They Eat Dogs II
7.0,Purely Belter
4.3,The Quickie
7.6,Kabhi Khushi Kabhie Gham
7.0,The River
7.4,Werckmeister Harmonies
7.2,Asterix & Obelix: Mission Cleopatra
7.5,Is It Fall Yet?
6.3,Late Night Shopping
6.3,Uprising
6.3,61*
6.9,The Tunnel
4.5,Long Time Dead
6.0,The Laramie Project
5.7,Run Ronnie Run
6.7,Gojoe: Spirit War Chronicle
4.2,A Gentleman's Game
7.7,Joint Security Area
6.4,Dagon
6.6,Ripley's Game
6.9,Conspiracy
5.5,Freeze Me
5.9,The Best Man's Wedding
4.8,Teknolust
8.2,A Dog's Will
5.9,The Accidental Spy
7.2,The Adversary
6.3,The Beautiful Country
5.6,Darkness
6.1,Mockingbird Don't Sing
6.6,Blood: The Last Vampire
5.0,Vacuuming Completely Nude in Paradise
5.0,Avenging Angelo
7.8,Southern Comfort
6.3,Berlin is in Germany
5.0,Blueberry
6.1,Electric Dragon 80.000 V
6.5,The Nugget
6.2,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack"
5.9,Shackleton's Antarctic Adventure
4.7,The Barber
6.3,Dirty Deeds
6.4,Miranda
5.8,My Little Eye
7.0,Kung Phooey
5.8,Stranded
7.2,Millennium Mambo
6.0,Martin & Orloff
4.6,American Psycho 2: All American Girl
6.2,Double Vision
7.0,Soft Shell Man
2.6,Samouraïs
6.0,Ali G Indahouse
5.8,Black Plague
6.8,Dead or Alive 2: Birds
5.4,Cube²: Hypercube
4.3,"Milwaukee, Minnesota"
6.4,Pistol Opera
3.0,Secret Passage
6.2,Stark Raving Mad
6.1,Pulse
6.3,Killing Emmett Young
6.0,The Lost Battalion
6.6,Hukkle
5.5,Carolina
0.0,Charms For the Easy Life
6.7,Dog Days
6.9,Balzac and the Little Chinese Seamstress
7.1,Dil Chahta Hai
7.3,My Sassy Girl
5.1,The Gathering
6.4,Shot in the Heart
5.4,Deadline
6.1,My Wife Is a Gangster
5.8,Nothing
6.2,Undertaking Betty
6.0,Waterboys
4.3,Absolon
5.3,Dead or Alive: Final
6.8,Hell House
5.9,Fubar
7.3,The Happiness of the Katakuris
6.1,Sex Is Comedy
6.7,The Rage in Placid Lake
5.3,Stratosphere Girl
6.1,My Mother Likes Women
6.6,Dead End
6.6,Pure
7.3,Sympathy for Mr. Vengeance
3.9,Jesus Christ Vampire Hunter
7.3,Chinese Odyssey 2002
3.7,The Foreigner
5.8,The Man of the Year
6.4,Suicide Club
6.2,The Third Wave
5.8,Immortal
4.7,Tiptoes
4.8,A Sound of Thunder
6.3,The Lion King 1½
6.4,Fear and Trembling
6.7,Live from Baghdad
7.1,Planta 4ª
7.8,Oasis
6.8,Cremaster 3
6.9,Herr Lehmann
6.8,Twin Sisters
5.6,My House in Umbria
6.7,Upswing
4.2,Out for a Kill
5.8,Bad Boys
5.8,"Remember Me, My Love"
6.9,Soldier's Girl
7.3,Tipping the Velvet
6.1,Bright Young Things
5.3,Resurrection of The Little Match Girl
4.7,Alien Hunter
5.8,Love Object
6.9,The Animatrix
5.5,The Brown Bunny
7.0,Ju-on: The Curse
5.9,Ju-on: The Curse 2
6.0,Elina: As If I Wasn't There
6.8,11:14
6.2,Alive
6.2,Springtime in a Small Town
5.4,Tremors 4: The Legend Begins
0.0,Wondrous Oblivion
5.3,Bring It On Again
6.0,Crimson Rivers II: Angels of the Apocalypse
5.2,And Starring Pancho Villa as Himself
6.2,Nicotina
6.7,Iron Jawed Angels
6.9,Evil
5.4,Sniper 2
10.0,High Roller: The Stu Ungar Story
4.9,Battle Royale II: Requiem
5.6,In Hell
6.7,Lemony Snicket's A Series of Unfortunate Events
5.8,Naked Weapon
7.9,Bukowski - Born into This
7.4,The Green Butchers
6.1,Pearls and Pigs
7.0,An Injury to One
4.1,Addiction - When Nothing Is Enough
7.1,A Very Long Engagement
7.3,Last Life in the Universe
5.5,The Galíndez File
7.3,Head-On
7.3,Ghost in the Shell 2: Innocence
7.3,Kal Ho Naa Ho
7.2,The Cat Returns
7.1,In My Country
4.9,Unstoppable
6.9,Take My Eyes
7.4,The Cathedral
7.6,Blind Shaft
7.5,The Twilight Samurai
5.5,The Twins Effect
7.4,Far Side of the Moon
7.0,Facing Windows
6.2,Ginger Snaps 2: Unleashed
5.5,Salem's Lot
5.9,Dark Woods
6.3,Foolproof
4.8,Belly of the Beast
7.3,"Easy Riders, Raging Bulls"
3.5,The Book of Fate
7.5,When the Last Sword Is Drawn
6.0,Comic Book: The Movie
7.1,2LDK
5.2,Trauma
5.8,Intimate Strangers
6.5,Down to the Bone
7.4,A Talking Picture
6.7,Ju-on: The Grudge
8.0,Oldboy
5.3,Red Lights
4.0,GhostWatcher
6.0,Ginger Snaps Back: The Beginning
5.6,Moon Child
5.5,Illusive Tracks
5.5,The Black Lapp
5.9,Lost Embrace
5.8,One Missed Call
6.2,Goldfish Memory
6.6,Inuyasha the Movie 2: The Castle Beyond the Looking Glass
6.8,The Jacket
6.3,Millions
7.9,The Saddest Music in the World
3.8,Starship Troopers 2: Hero of the Federation
7.0,The Man Who Copied
6.5,Ju-on: The Grudge 2
5.1,Sex Lives of the Potato Men
7.4,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
7.0,Ong-Bak: The Thai Warrior
7.2,Infernal Affairs II
7.2,The Sea Inside
4.9,Lucky 7
5.8,Spanglish
6.4,Buddy
6.7,Festival Express
7.5,The Chorus
6.6,Saints and Soldiers
6.5,Just Bea
7.8,The Weeping Camel
6.2,The Interpreter
5.3,Open Water
5.4,Romasanta
6.4,Running on Karma
5.7,Touch of Pink
7.0,Infernal Affairs III
6.4,The Memory Of A Killer
6.6,Slasher
5.5,Bobby Jones: Stroke of Genius
7.0,Layer Cake
6.3,Silver City
7.4,The Return
5.6,The Agronomist
5.7,Flight of the Phoenix
6.9,Mean Creek
5.5,The Ring Two
5.0,A Day Without a Mexican
8.2,The Visual Bible: The Gospel of John
7.5,Machuca
7.6,The Corporation
6.7,Game Over: Kasparov and the Machine
6.0,Vibrator
7.0,The Yes Men
6.2,Ae Fond Kiss...
6.0,Bummer
7.0,As It Is in Heaven
7.4,Green Tea
7.7,Lost Boys of Sudan
5.1,She Hate Me
6.5,Azumi
7.5,In My Father's Den
6.5,The Football Factory
7.4,Tae Guk Gi: The Brotherhood of War
7.5,Something the Lord Made
6.7,Metallica: Some Kind of Monster
5.4,Going the Distance
5.7,Redemption: The Stan Tookie Williams Story
6.4,Schultze Gets the Blues
6.7,Born into Brothels
7.2,Dig!
3.3,The Girl from Monday
7.6,Riding Giants
7.0,Dear Pillow
6.1,Word Wars
4.3,Cruel Intentions 3
4.2,When Will I Be Loved
2.7,11:11
7.1,Muxmäuschenstill
5.8,What the #$*! Do We (K)now!?
5.5,The Eye 2
6.8,A Scanner Darkly
5.7,Casshern
7.2,Windstruck
6.8,Howard Zinn: You Can't Be Neutral on a Moving Train
6.9,Outfoxed: Rupert Murdoch's War on Journalism
5.6,"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire"
3.0,Fahrenhype 9/11
7.4,Jerry Seinfeld: I'm Telling You for the Last Time
5.7,Noel
6.0,In Enemy Hands
5.3,Sexual Dependency
6.8,Chimes at Midnight
7.7,Million Dollar Baby
7.3,The Narrow Margin
6.5,Hell Is for Heroes
6.3,Vincent & Theo
6.1,Some Came Running
7.2,Gozu
6.9,"Goodbye, Dragon Inn"
7.5,Hotel Rwanda
6.4,Sitcom
8.0,Born to Dance
6.3,Travels with My Aunt
7.3,Blood and Black Lace
5.3,Hellraiser: Inferno
6.7,Charlie and the Chocolate Factory
6.5,Auggie Rose
5.6,The Wrong Box
7.7,3-Iron
6.5,It  Happens Every Spring
7.1,The Life Aquatic with Steve Zissou
7.0,The Aviator
7.0,The Phantom of the Opera
6.5,Beyond the Sea
6.9,The Woodsman
5.9,In Good Company
6.1,Meet the Fockers
6.4,The Assassination of Richard Nixon
6.8,A Love Song for Bobby Long
6.7,The Merchant of Venice
7.1,The River
7.3,Rebels of the Neon God
5.9,Captain Kidd
7.1,Hold That Ghost
7.1,Kamikaze Girls
4.3,Fat Albert
6.6,The Keys to the House
7.5,In the Realms of the Unreal
5.6,White Noise
5.5,Underclassman
6.4,The Upside of Anger
7.5,Bomb the System
5.7,Arrowhead
7.8,The Grateful Dead
6.9,Last Train from Gun Hill
6.4,The Naked Jungle
6.8,Who's the Caboose?
5.9,A Handful of Dust
4.8,The Pickle
5.1,Wetherby
6.0,Little Miss Marker
6.0,Little Miss Marker
5.7,Sweet Liberty
6.0,Ghost River
7.5,It's All True
5.0,The Phantom of the Opera
5.0,The Phantom of the Opera
6.8,I Remember Mama
5.3,The Last Horror Movie
6.3,Testament
5.6,Smooth Talk
7.5,Distant Thunder
6.1,Hell's Angels
5.7,Daddy's Dyin'... Who's Got the Will?
4.7,Jinxed!
6.0,Out Cold
4.7,Heart of America
3.7,A Show of Force
5.2,Son of Godzilla
4.7,Man Trouble
7.2,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity"
6.2,Führer Ex
6.1,Stander
5.6,Hester Street
6.9,Mikey and Nicky
6.9,The Bigamist
6.7,Freedomfighters
6.3,Imaginary Heroes
7.1,Sergeant York
6.7,Ruby & Quentin
5.9,Deathwatch
7.3,Madame Rosa
7.2,Day of the Wacko
6.4,Wizards
7.5,For Love and Gold
6.3,Heartlands
7.1,Abbott and Costello Meet the Invisible Man
5.6,Abbott and Costello Go to Mars
7.1,"Abbott and Costello Meet the Killer, Boris Karloff"
6.6,The Life and Death of Peter Sellers
6.1,The Badge
6.8,Appleseed
7.1,The Milky Way
7.0,Pippi in the South Seas
6.7,Pippi on the Run
5.8,Puddle Cruiser
5.0,The Stickup
4.9,Elektra
5.1,Racing Stripes
7.3,Coach Carter
5.5,The Fighting Sullivans
5.9,Iceman
6.2,Ice Station Zebra
8.0,Lugares comunes
6.6,Boys Town
6.6,Torremolinos 73
6.5,Zhou Yu's Train
6.3,Shivers
5.7,A Star Is Born
4.6,Beastmaster 2: Through the Portal of Time
6.6,Gold Diggers of 1935
7.7,Rocco and His Brothers
6.5,Strawberries in the Supermarket
7.1,The Mortal Storm
5.6,Once Upon a Honeymoon
5.3,Monday Morning
6.7,Christmas in July
6.8,I Married a Witch
6.6,The Mayor of Hell
6.6,The Miracle Woman
5.9,Moolaadé
5.1,This Girl's Life
7.9,Memories of Murder
5.6,The Chase
6.7,Hobson's Choice
6.1,Dr. Who and the Daleks
6.7,Summer Storm
7.7,Downfall
7.0,The White Sound
6.0,Assault on Precinct 13
5.2,Are We There Yet?
3.1,Alone in the Dark
6.1,Hide and Seek
6.8,Aliens of the Deep
4.6,Boogeyman
6.2,The Wedding Date
7.1,Inside I'm Dancing
7.8,Nobody Knows
6.1,Employee of the Month
5.3,Magic in the Water
5.0,The Great White Hope
6.4,A Study in Terror
6.8,The Professionals
7.2,The Devil and Miss Jones
6.1,Alice in Wonderland
7.3,Everyday People
4.8,Backflash
6.2,Salem's Lot
7.1,The Marriage of Maria Braun
7.5,The Bitter Tears of Petra von Kant
7.0,Beau Geste
3.8,At Sword's Point
6.9,Overnight
8.2,Le Trou
8.3,Lessons of Darkness
6.4,Fata Morgana
3.9,Double Dragon
4.0,Mac and Me
4.8,Scorchers
6.5,Rosenstrasse
7.6,Casque d'Or
6.9,Touchez Pas au Grisbi
8.3,The Matchmaker
5.0,The Ballad of the Sad Cafe
6.1,The Deceivers
5.5,Siberia
7.0,Purple Butterfly
5.8,Easy
6.8,El Cid
4.9,Going All the Way
5.8,A Taxing Woman
5.8,The Bunker
6.8,A Fine Madness
6.9,Reap the Wild Wind
5.2,2009: Lost Memories
6.8,The Architecture of Doom
5.9,Inferno
8.2,Howl's Moving Castle
6.4,Steamboy
6.0,Gorgeous
6.4,The Blade
7.5,Assisted Living
6.7,The Nomi Song
6.3,Hitch
6.3,Pooh's Heffalump Movie
6.8,Inside Deep Throat
0.0,Uncle Nino
6.5,Bride & Prejudice
6.6,Constantine
3.6,Son of the Mask
6.1,Because of Winn-Dixie
7.2,Turtles Can Fly
6.2,Beautiful Boxer
4.9,Pauly Shore Is Dead
6.6,Bunny Lake Is Missing
5.0,Jeremy
5.8,Don't Tell Her It's Me
6.3,Until September
7.6,Night and the City
6.8,Frozen Land
6.4,Big Girls Don't Cry
6.3,Night Watch
6.0,Dot the I
7.0,Sister Helen
6.5,Bright Leaves
5.8,Topper Returns
7.2,Sons of the Desert
6.6,Morocco
5.8,Surplus: Terrorized Into Being Consumers
5.4,Man of the House
6.1,Samson and Delilah
7.2,Kung Fu Hustle
6.7,Shark Skin Man and Peach Hip Girl
6.9,The Five People You Meet In Heaven
5.6,"No Retreat, No Surrender"
6.6,The ChubbChubbs!
6.8,Travellers and Magicians
7.3,Želary
5.9,Dragonworld
5.1,Dr. Giggles
7.3,The Corn Is Green
7.1,The Seven-Per-Cent Solution
6.8,The Three Musketeers
6.0,Royal Flash
7.6,Masculin Féminin
5.8,Fallen Angel
7.3,The Four Feathers
6.7,The Phone Box
6.9,Night of the Demon
7.4,Control
7.7,Beautiful City
6.0,Five Times Two
5.1,Tart
7.2,Bed and Board
7.5,Germany Year Zero
5.6,Tombs of the Blind Dead
7.1,The Sicilian Clan
5.5,Love Me Tonight
4.5,A Hole in My Heart
4.7,Bigger Than the Sky
6.4,Diary of a Mad Black Woman
5.1,Cursed
8.2,Up and Down
5.8,The Pacifier
5.4,Be Cool
5.9,Gunner Palace
6.5,Walk on Water
6.2,Hostage
6.0,Robots
5.8,The Laughing Policeman
0.0,Bopha!
6.4,Class Action
7.0,The Cat and the Canary
7.1,Courage Mountain
5.4,Kiss The Bride
5.7,Godzilla vs. The Sea Monster
6.7,Godzilla vs. Mechagodzilla II
4.3,That Championship Season
5.5,Crush
3.5,DNA
4.5,Rendez-vous
5.5,"Oh, God! You Devil"
4.3,Amongst Friends
6.0,Asfalto
5.5,God Is Brazilian
6.5,Captains of April
5.6,Blackball
6.8,The Agony and the Ecstasy
7.2,Return to Peyton Place
4.6,Butch and Sundance: The Early Days
6.6,It Happened to Jane
6.2,Once Upon a Forest
5.3,Hello Down There
5.5,All in a Night's Work
6.4,Twentieth Century
7.3,My Sister Eileen
3.8,Strangers When We Meet
6.0,Or (My Treasure)
7.0,Chronicles
6.0,Lackawanna Blues
5.8,The Green Berets
7.6,Elevator to the Gallows
5.9,The Diary of a Chambermaid
7.1,Violent Cop
5.8,Four Shades of Brown
7.1,Brian's Song
6.5,Thriller: A Cruel Picture
5.7,Cube Zero
4.2,Into the Sun
5.6,Project Grizzly
6.3,Julia
6.8,Save the Green Planet!
5.6,Stealing Rembrandt
6.7,A Snake of June
6.5,Thirty Seconds Over Tokyo
6.2,Vares: Private Eye
7.5,Girl Crazy
7.4,The 3 Penny Opera
6.5,The Boys from County Clare
5.9,Ice Princess
6.3,Melinda and Melinda
0.0,Milk and Honey
5.3,Miss Congeniality 2: Armed and Fabulous
5.5,Guess Who
5.6,D.E.B.S.
0.0,A League of Ordinary Gentlemen
5.8,Incident at Loch Ness
6.5,The River
6.5,Virginia's Run
5.7,Yanks
5.5,Paradise Alley
6.4,The Seagull's Laughter
6.1,Wild Horses
5.0,Woman Thou Art Loosed
6.0,Arrowsmith
4.8,Barbary Coast
6.7,Stella Dallas
5.0,Free Radicals
5.8,The Unfaithful
5.4,Come and Get It
7.1,Panic in the Streets
6.8,Call Northside 777
5.7,Young Törless
5.6,Bells Are Ringing
5.3,Finian's Rainbow
5.4,The Toolbox Murders
7.6,The Sword of Doom
6.3,Deep Crimson
6.0,800 Bullets
6.1,Matango: Attack of the Mushroom People
6.5,Ebola Syndrome
5.6,The Music of Chance
4.5,Tammy and the T-Rex
5.9,Mixed Blood
5.6,If Looks Could Kill
5.9,Greedy
5.5,Carmen
7.0,My Neighbors the Yamadas
7.2,Pom Poko
7.6,Knockin' on Heaven's Door
5.3,City of Hope
6.9,We're No Angels
6.8,Sons and Lovers
4.7,The Arrow
5.1,Ruggles of Red Gap
5.2,Greetings
7.9,End of the Century: The Story of The Ramones
7.9,Love Letter
5.2,Natural City
6.8,This Sporting Life
7.7,A Touch of Zen
6.4,Walker
6.6,Zu: Warriors from the Magic Mountain
6.6,Whistle Down the Wind
7.8,The Earrings of Madame de...
3.6,No One Writes to the Colonel
7.8,Speedy
7.2,Memories
6.2,Invasion of Astro-Monster
7.0,Harvie Krumpet
4.9,Intimate Affairs
7.3,The Wild Parrots of Telegraph Hill
6.5,The Ballad of Jack and Rose
7.2,Sin City
5.4,Beauty Shop
6.4,Look at Me
5.4,Dust to Glory
5.7,Sahara
5.9,Fever Pitch
5.3,Winter Solstice
6.0,Smile
5.1,Eye of the Tiger
5.9,Not on the Lips
4.8,"Krakatoa, East of Java"
4.9,Rhinestone
6.6,Electra Glide in Blue
7.8,Bring on the Night
7.7,A Special Day
6.6,This Land Is Mine
6.3,The Foul King
8.2,The Man Who Planted Trees
5.8,Tanguy
3.1,National Lampoon's Gold Diggers
5.9,Blind Horizon
6.5,Islands in the Stream
5.2,Go for Broke!
6.9,The Blood on Satan's Claw
7.0,"Reuben, Reuben"
5.9,TNT Jackson
6.8,Why Has Bodhi-Dharma Left for the East?
7.5,Blue
6.0,Bilitis
6.5,Burn!
6.4,Battle of the Bulge
6.2,Ghosts... of the Civil Dead
7.0,The Little Girl Who Lives Down the Lane
6.0,Arabian Nights
6.0,Age of Consent
6.5,Oedipus Rex
5.8,Ringu 0
6.5,Brothers
6.8,"Dearest Relatives, Poisonous Relations"
6.8,Major Barbara
4.7,Steppenwolf
5.8,Hawaii
6.8,Pretty Maids All in a Row
7.9,Loners
7.4,Red Desert
6.9,Satan's Brew
6.8,Mädchen in Uniform
7.4,Diary of a Lost Girl
7.4,Sexmission
6.4,44 Minutes: The North Hollywood Shoot-Out
6.7,Macbeth
6.5,Garage Olimpo
7.9,Vincent
8.0,Waterloo Bridge
6.5,Hôtel Terminus: The Life and Times of Klaus Barbie
7.3,The Sorrow and the Pity
4.5,First Desires
6.3,With Six You Get Eggroll
5.9,"Move Over, Darling"
6.9,Love Me or Leave Me
7.2,Jour de Fête
5.9,The Big Store
8.2,Mother Küsters Goes to Heaven
7.7,Ivan's Childhood
7.9,A Trip to the Moon
5.5,Whisky
8.0,The Ascent
5.4,Carrie
6.9,Boccaccio '70
4.7,Frankenfish
4.6,Who's Your Daddy?
6.0,Control
5.2,Category 6: Day of Destruction
4.3,Trespassing
6.1,A Self-Made Hero
6.9,Life Is Sweet
6.8,Ride the Pink Horse
6.7,The Chant of Jimmie Blacksmith
6.5,Double Suicide
7.0,Boy
6.5,Let Him Have It
5.0,Guelwaar
7.2,Dr. Akagi
7.1,Black Rain
5.8,Alexandra's Project
6.7,Clean
5.5,Wilson
6.5,Blossoms in the Dust
6.6,The Hitchhiker's Guide to the Galaxy
6.9,King's Game
6.7,Barefoot
7.4,Dark Habits
6.8,Snake and Crane Arts of Shaolin
6.2,The Eiger Sanction
5.9,It Started in Naples
6.5,Skin Game
7.2,F for Fake
6.2,Love Comes Softly
6.0,The Amityville Horror
7.8,Mutant Aliens
6.3,Acts of Worship
5.7,Ike: Countdown to D-Day
5.5,Cry of the Banshee
6.4,Phantom Lady
6.2,Act of Violence
6.8,Rouge
7.0,Miracle in Milan
7.3,Before the Fall
6.0,The Frisco Kid
7.3,Onmyoji: The Yin Yang Master
5.5,State Property 2
5.5,The Year of the Yao
6.2,House of D
6.5,Palindromes
4.1,Down and Derby
0.0,A Wake in Providence
6.5,A Lot Like Love
5.1,King's Ransom
5.8,The Game of Their Lives
5.3,Madison
7.2,Enron: The Smartest Guys in the Room
4.7,xXx: State of the Union
6.6,Kingdom of Heaven
5.5,House of Wax
7.2,Crash
3.3,Jiminy Glick in Lalawood
7.4,Mysterious Skin
6.2,Mischief
6.8,Jubal
5.8,Viva Maria!
5.8,Between Your Legs
6.3,Zatôichi Meets the One-Armed Swordsman
7.4,The Angry Silence
6.2,Isadora
7.0,San Francisco
7.1,Earth
7.8,Él
7.1,La Chienne
6.0,Eréndira
7.0,The Private Lives of Elizabeth and Essex
7.2,The Search
8.1,Satantango
8.2,On Borrowed Time
7.0,The Taste of Tea
7.6,Kes
6.5,The Human Comedy
6.6,Vampire Hunter D
5.6,Buying the Cow
5.6,A Common Thread
7.1,The Cocoanuts
7.6,The Bridge
6.6,In the Time of the Butterflies
6.2,Road House
6.5,Dark Eyes
7.2,Edges of the Lord
7.0,Kids Return
7.1,The Fearless Freaks
5.7,Off the Map
6.5,Unconscious
3.8,The Tesseract
5.7,25 Watts
6.1,The Hiding Place
6.8,The Keys of the Kingdom
4.5,300 Miles to Heaven
7.0,The Adventurer
7.3,Crackerjack
7.0,Solino
5.6,Dear Wendy
6.6,The List of Adrian Messenger
6.8,9 Souls
7.1,Los Angeles Plays Itself
6.6,Unleashed
6.5,The Red Squirrel
7.3,Martin (Hache)
7.2,"Ugly, Dirty and Bad"
7.2,Leolo
6.7,DuckTales: The Movie - Treasure of the Lost Lamp
6.5,Babes in Arms
6.9,Samaritan Girl
7.1,Star Wars: Episode III - Revenge of the Sith
5.6,Kicking & Screaming
5.6,Monster-in-Law
6.8,Agatha
5.8,Death Takes a Holiday
8.0,Vodka Lemon
5.6,Deep Blue
6.0,The Invisible Woman
6.3,The Snow Walker
7.9,Divorce Italian Style
6.7,Carefree
6.0,Shaolin Drunkard
5.3,China Strike Force
4.5,Dawg
5.1,9 Songs
7.0,The Uninvited
7.0,Bad Guy
7.8,Simon
5.8,December 7th
6.2,Bataan
6.6,Madagascar
6.2,Somersault
6.8,11 Harrowhouse
6.1,Airborne
7.2,Mad Hot Ballroom
5.3,Tell Them Who You Are
4.8,Dominion: Prequel to the Exorcist
6.2,The Longest Yard
6.8,Saving Face
5.8,Most Wanted
7.3,Cinderella Man
6.3,The Sisterhood of the Traveling Pants
7.0,Lords of Dogtown
6.9,After You
6.4,Rock School
6.5,Mr. & Mrs. Smith
4.4,The Adventures of Sharkboy and Lavagirl
6.6,High Tension
4.1,The Honeymooners
6.6,Parineeta
6.9,Toto the Hero
6.5,Ladies in Lavender
7.1,It's All Gone Pete Tong
3.9,Daybreak
6.2,When Trumpets Fade
7.6,Innocent Voices
6.5,Godzilla vs. Biollante
5.8,Anna and the King of Siam
5.7,Dirty Filthy Love
5.0,Good Neighbor Sam
8.1,Eddie Izzard: Dress to Kill
7.0,Quo Vadis
5.9,The Captain's Paradise
7.5,Batman Begins
6.6,Aragami
6.4,Godzilla: Final Wars
7.6,Kings and Queen
5.5,The Perfect Man
6.0,My Summer of Love
6.7,Heights
5.3,The Deal
5.4,The Bridge of San Luis Rey
7.3,Saint Ralph
5.1,Herbie Fully Loaded
6.0,Yes
6.0,Land of the Dead
4.8,Bewitched
5.9,Rize
6.4,Exiles
6.0,Home Movie
3.0,Becky Sharp
6.1,Danger: Diabolik
5.3,The Trail of the Lonesome Pine
7.0,Me and You and Everyone We Know
6.7,Ferpect Crime
6.7,Three… Extremes
5.9,Happily Ever After
5.0,Satan's Little Helper
7.2,The Edukators
6.8,Somebody Up There Likes Me
6.1,An Unmarried Woman
5.9,The Racket
5.7,The Member of the Wedding
3.8,Coronado
2.9,Retrograde
6.8,Trekkies 2
5.3,Man with the Screaming Brain
6.3,Ulzana's Raid
3.7,Rabbit Test
6.9,The New Land
5.0,The Adventures of Mark Twain
4.8,Bordertown
4.3,Cop and ½
5.6,Equinox
6.4,Father's Little Dividend
5.1,For Pete's Sake
5.9,Twenty Bucks
5.0,Do Not Disturb
5.4,Deceived
6.4,Room Service
5.2,Desert Saints
6.5,Caterina in the Big City
7.9,My Friends
6.5,At the Circus
6.0,The Outfit
7.3,Modigliani
6.0,Broadway Melody of 1940
5.8,The I Inside
6.2,War of the Worlds
5.4,My Brilliant Career
6.3,Godzilla vs. Hedorah
6.8,Gambit
5.3,Billion Dollar Brain
6.9,March of the Penguins
5.6,Right Now
6.1,Julian Po
6.2,The God Who Wasn't There
6.2,Black Belt Jones
5.2,Rebound
7.0,Bonjour Monsieur Shlomi
4.9,The Inner Circle
5.3,Dark Water
6.8,The Beat That My Heart Skipped
5.5,Fantastic Four
6.9,Murderball
6.3,Saraband
7.5,Julie Johnson
6.4,Wedding Crashers
5.6,Happy Endings
3.5,C.H.O.M.P.S.
6.2,The Hindenburg
7.0,Staying Together
6.2,Twin Sitters
5.6,Conflict
6.8,Russian Dolls
4.8,The Crippled Masters
7.3,General Della Rovere
5.9,Rick
6.7,No Blade of Grass
